person_id,acct_id,target_id,target_type,platform,granted_at,granted_by,is_direct
ID-0013,acct-git-ID-0013-b4f8db,grp-git-004,group,github,2026-05-07T12:44:11.753005,system,True
ID-0013,acct-git-ID-0013-b4f8db,grp-git-007,group,github,2026-02-16T12:44:11.753005,system,True
ID-0013,acct-git-ID-0013-b4f8db,grp-git-000,group,github,2025-11-23T12:44:11.753005,system,True
ID-0013,acct-aws-ID-0013-c138ec,grp-aws-007,group,aws_iam,2026-02-26T12:44:11.753005,system,True
ID-0013,acct-aws-ID-0013-c138ec,grp-aws-009,group,aws_iam,2025-11-24T12:44:11.753005,system,True
ID-0013,acct-aws-ID-0013-c138ec,grp-aws-008,group,aws_iam,2025-06-30T12:44:11.753005,system,True
ID-0014,acct-sal-ID-0014-4be20d,grp-sal-005,group,salesforce,2026-02-21T12:44:11.753005,system,True
ID-0014,acct-sal-ID-0014-4be20d,grp-sal-003,group,salesforce,2026-04-19T12:44:11.753005,system,True
ID-0014,acct-okt-ID-0014-feff7a,grp-okt-008,group,okta,2025-10-15T12:44:11.753005,system,True
ID-0014,acct-aws-ID-0014-1198bc,grp-aws-008,group,aws_iam,2025-12-17T12:44:11.753005,system,True
ID-0014,acct-aws-ID-0014-1198bc,grp-aws-004,group,aws_iam,2026-03-20T12:44:11.753005,system,True
ID-0014,acct-aws-ID-0014-1198bc,grp-aws-001,group,aws_iam,2026-01-16T12:44:11.753005,system,True
ID-0015,acct-aws-ID-0015-3981f1,grp-aws-007,group,aws_iam,2026-02-10T12:44:11.753005,system,True
ID-0015,acct-aws-ID-0015-3981f1,grp-aws-005,group,aws_iam,2025-10-18T12:44:11.753005,system,True
ID-0015,acct-git-ID-0015-70c679,grp-git-000,group,github,2026-05-07T12:44:11.753005,system,True
ID-0015,acct-git-ID-0015-70c679,grp-git-001,group,github,2026-02-12T12:44:11.753005,system,True
ID-0015,acct-git-ID-0015-70c679,grp-git-006,group,github,2026-04-20T12:44:11.753005,system,True
ID-0015,acct-act-ID-0015-96abdf,grp-act-009,group,active_directory,2026-01-18T12:44:11.753005,system,True
ID-0015,acct-act-ID-0015-96abdf,grp-act-003,group,active_directory,2025-08-22T12:44:11.753005,system,True
ID-0015,acct-act-ID-0015-96abdf,grp-act-006,group,active_directory,2025-11-12T12:44:11.753005,system,True
ID-0016,acct-aws-ID-0016-a0bdcf,grp-aws-003,group,aws_iam,2026-03-31T12:44:11.753005,system,True
ID-0016,acct-okt-ID-0016-47fa2a,grp-okt-009,group,okta,2026-01-23T12:44:11.753005,system,True
ID-0016,acct-okt-ID-0016-47fa2a,grp-okt-007,group,okta,2025-06-23T12:44:11.753005,system,True
ID-0017,acct-aws-ID-0017-9f1acb,grp-aws-003,group,aws_iam,2026-03-27T12:44:11.753005,system,True
ID-0017,acct-aws-ID-0017-9f1acb,grp-aws-002,group,aws_iam,2026-01-13T12:44:11.753005,system,True
ID-0017,acct-aws-ID-0017-9f1acb,grp-aws-004,group,aws_iam,2025-08-19T12:44:11.753005,system,True
ID-0017,acct-okt-ID-0017-3f5683,grp-okt-007,group,okta,2025-06-26T12:44:11.753005,system,True
ID-0017,acct-okt-ID-0017-3f5683,grp-okt-001,group,okta,2025-11-25T12:44:11.753005,system,True
ID-0017,acct-git-ID-0017-ca2027,grp-git-007,group,github,2025-11-10T12:44:11.753005,system,True
ID-0017,acct-git-ID-0017-ca2027,grp-git-000,group,github,2026-01-05T12:44:11.753005,system,True
ID-0017,acct-act-ID-0017-4e7223,grp-act-001,group,active_directory,2025-08-29T12:44:11.753005,system,True
ID-0018,acct-act-ID-0018-f2d633,grp-act-006,group,active_directory,2025-12-31T12:44:11.753005,system,True
ID-0018,acct-act-ID-0018-f2d633,grp-act-007,group,active_directory,2026-01-06T12:44:11.753005,system,True
ID-0018,acct-act-ID-0018-f2d633,grp-act-001,group,active_directory,2025-07-11T12:44:11.753005,system,True
ID-0018,acct-aws-ID-0018-6916f3,grp-aws-005,group,aws_iam,2026-01-23T12:44:11.753005,system,True
ID-0018,acct-git-ID-0018-51bb36,grp-git-000,group,github,2026-04-21T12:44:11.753005,system,True
ID-0018,acct-git-ID-0018-51bb36,grp-git-003,group,github,2025-11-25T12:44:11.753005,system,True
ID-0018,acct-git-ID-0018-51bb36,grp-git-007,group,github,2025-09-29T12:44:11.753005,system,True
ID-0018,acct-okt-ID-0018-b1b52b,grp-okt-007,group,okta,2025-08-05T12:44:11.753005,system,True
ID-0018,acct-okt-ID-0018-b1b52b,grp-okt-006,group,okta,2025-10-07T12:44:11.753005,system,True
ID-0018,acct-okt-ID-0018-b1b52b,grp-okt-000,group,okta,2025-08-03T12:44:11.753005,system,True
ID-0019,acct-git-ID-0019-c931c2,grp-git-002,group,github,2026-05-03T12:44:11.753005,system,True
ID-0019,acct-git-ID-0019-c931c2,grp-git-007,group,github,2026-02-24T12:44:11.753005,system,True
ID-0019,acct-git-ID-0019-c931c2,grp-git-004,group,github,2026-04-22T12:44:11.753005,system,True
ID-0019,acct-sal-ID-0019-85d5d2,grp-sal-006,group,salesforce,2026-01-31T12:44:11.753005,system,True
ID-0019,acct-sal-ID-0019-85d5d2,grp-sal-001,group,salesforce,2025-11-19T12:44:11.753005,system,True
ID-0019,acct-sal-ID-0019-85d5d2,grp-sal-003,group,salesforce,2025-10-15T12:44:11.753005,system,True
ID-0019,acct-act-ID-0019-535d0b,grp-act-006,group,active_directory,2025-10-02T12:44:11.753005,system,True
ID-0020,acct-okt-ID-0020-2f5c59,grp-okt-002,group,okta,2025-12-31T12:44:11.753005,system,True
ID-0020,acct-okt-ID-0020-2f5c59,grp-okt-007,group,okta,2025-09-10T12:44:11.753005,system,True
ID-0020,acct-act-ID-0020-d6dd07,grp-act-003,group,active_directory,2025-11-21T12:44:11.753005,system,True
ID-0020,acct-act-ID-0020-d6dd07,grp-act-009,group,active_directory,2026-05-28T12:44:11.753005,system,True
ID-0020,acct-aws-ID-0020-0a9cfd,grp-aws-006,group,aws_iam,2026-04-16T12:44:11.753005,system,True
ID-0020,acct-aws-ID-0020-0a9cfd,grp-aws-009,group,aws_iam,2025-10-05T12:44:11.753005,system,True
ID-0020,acct-aws-ID-0020-0a9cfd,grp-aws-002,group,aws_iam,2025-08-21T12:44:11.753005,system,True
ID-0020,acct-sal-ID-0020-45c2e0,grp-sal-000,group,salesforce,2026-04-07T12:44:11.753005,system,True
ID-0020,acct-sal-ID-0020-45c2e0,grp-sal-004,group,salesforce,2025-11-22T12:44:11.753005,system,True
ID-0021,acct-git-ID-0021-c1d70d,grp-git-000,group,github,2025-07-04T12:44:11.753005,system,True
ID-0021,acct-git-ID-0021-c1d70d,grp-git-004,group,github,2026-01-23T12:44:11.753005,system,True
ID-0021,acct-act-ID-0021-4fd323,grp-act-001,group,active_directory,2026-01-17T12:44:11.753005,system,True
ID-0021,acct-act-ID-0021-4fd323,grp-act-009,group,active_directory,2026-06-05T12:44:11.753005,system,True
ID-0021,acct-aws-ID-0021-618555,grp-aws-005,group,aws_iam,2025-09-21T12:44:11.753005,system,True
ID-0021,acct-aws-ID-0021-618555,grp-aws-009,group,aws_iam,2025-11-21T12:44:11.753005,system,True
ID-0021,acct-okt-ID-0021-67551e,grp-okt-002,group,okta,2025-12-06T12:44:11.753005,system,True
ID-0022,acct-git-ID-0022-319491,grp-git-004,group,github,2025-11-05T12:44:11.753005,system,True
ID-0022,acct-git-ID-0022-319491,grp-git-005,group,github,2025-12-25T12:44:11.753005,system,True
ID-0022,acct-okt-ID-0022-05c165,grp-okt-004,group,okta,2025-10-15T12:44:11.753005,system,True
ID-0022,acct-okt-ID-0022-05c165,grp-okt-007,group,okta,2026-04-26T12:44:11.753005,system,True
ID-0022,acct-okt-ID-0022-05c165,grp-okt-009,group,okta,2026-02-18T12:44:11.753005,system,True
ID-0023,acct-act-ID-0023-177289,grp-act-000,group,active_directory,2025-12-21T12:44:11.753005,system,True
ID-0023,acct-act-ID-0023-177289,grp-act-007,group,active_directory,2026-02-27T12:44:11.753005,system,True
ID-0023,acct-act-ID-0023-177289,grp-act-004,group,active_directory,2025-07-29T12:44:11.753005,system,True
ID-0023,acct-git-ID-0023-726643,grp-git-002,group,github,2026-01-12T12:44:11.753005,system,True
ID-0023,acct-git-ID-0023-726643,grp-git-005,group,github,2025-11-06T12:44:11.753005,system,True
ID-0023,acct-git-ID-0023-726643,grp-git-000,group,github,2026-06-02T12:44:11.753005,system,True
ID-0023,acct-aws-ID-0023-914d2f,grp-aws-004,group,aws_iam,2026-03-22T12:44:11.753005,system,True
ID-0024,acct-sal-ID-0024-9140a8,grp-sal-005,group,salesforce,2026-05-12T12:44:11.753005,system,True
ID-0024,acct-sal-ID-0024-9140a8,grp-sal-002,group,salesforce,2026-04-08T12:44:11.753005,system,True
ID-0024,acct-okt-ID-0024-a1ad68,grp-okt-006,group,okta,2026-06-12T12:44:11.753005,system,True
ID-0024,acct-okt-ID-0024-a1ad68,grp-okt-008,group,okta,2026-02-04T12:44:11.753005,system,True
ID-0024,acct-okt-ID-0024-a1ad68,grp-okt-005,group,okta,2025-09-18T12:44:11.753005,system,True
ID-0024,acct-act-ID-0024-79562e,grp-act-004,group,active_directory,2026-04-25T12:44:11.753005,system,True
ID-0024,acct-act-ID-0024-79562e,grp-act-006,group,active_directory,2025-07-09T12:44:11.753005,system,True
ID-0024,acct-aws-ID-0024-72ace6,grp-aws-009,group,aws_iam,2025-08-11T12:44:11.753005,system,True
ID-0025,acct-git-ID-0025-4f19fb,grp-git-001,group,github,2026-04-11T12:44:11.753005,system,True
ID-0025,acct-act-ID-0025-1d719c,grp-act-008,group,active_directory,2025-10-12T12:44:11.753005,system,True
ID-0025,acct-act-ID-0025-1d719c,grp-act-006,group,active_directory,2025-08-08T12:44:11.753005,system,True
ID-0025,acct-act-ID-0025-1d719c,grp-act-002,group,active_directory,2025-11-23T12:44:11.753005,system,True
ID-0025,acct-sal-ID-0025-9ff7b1,grp-sal-003,group,salesforce,2025-12-16T12:44:11.753005,system,True
ID-0026,acct-git-ID-0026-cb36f7,grp-git-001,group,github,2025-08-18T12:44:11.753005,system,True
ID-0026,acct-git-ID-0026-cb36f7,grp-git-005,group,github,2026-06-09T12:44:11.753005,system,True
ID-0026,acct-okt-ID-0026-ac2b66,grp-okt-002,group,okta,2025-09-09T12:44:11.753005,system,True
ID-0027,acct-sal-ID-0027-6dc478,grp-sal-001,group,salesforce,2026-03-22T12:44:11.753005,system,True
ID-0027,acct-act-ID-0027-d9c45a,grp-act-000,group,active_directory,2026-02-18T12:44:11.753005,system,True
ID-0028,acct-git-ID-0028-a28a1a,grp-git-001,group,github,2026-05-28T12:44:11.753005,system,True
ID-0028,acct-git-ID-0028-a28a1a,grp-git-003,group,github,2025-07-17T12:44:11.753005,system,True
ID-0028,acct-git-ID-0028-a28a1a,grp-git-004,group,github,2025-09-26T12:44:11.753005,system,True
ID-0028,acct-act-ID-0028-e26bc0,grp-act-007,group,active_directory,2026-04-25T12:44:11.753005,system,True
ID-0029,acct-aws-ID-0029-b27668,grp-aws-005,group,aws_iam,2025-11-11T12:44:11.753005,system,True
ID-0029,acct-aws-ID-0029-b27668,grp-aws-006,group,aws_iam,2026-04-30T12:44:11.753005,system,True
ID-0029,acct-aws-ID-0029-b27668,grp-aws-004,group,aws_iam,2025-06-25T12:44:11.753005,system,True
ID-0029,acct-act-ID-0029-9cc708,grp-act-008,group,active_directory,2025-11-20T12:44:11.753005,system,True
ID-0029,acct-act-ID-0029-9cc708,grp-act-003,group,active_directory,2025-12-28T12:44:11.753005,system,True
ID-0029,acct-act-ID-0029-9cc708,grp-act-006,group,active_directory,2025-10-30T12:44:11.753005,system,True
ID-0029,acct-git-ID-0029-f2f2e0,grp-git-006,group,github,2026-04-02T12:44:11.753005,system,True
ID-0029,acct-git-ID-0029-f2f2e0,grp-git-002,group,github,2025-07-03T12:44:11.753005,system,True
ID-0029,acct-sal-ID-0029-74de4b,grp-sal-000,group,salesforce,2025-12-11T12:44:11.753005,system,True
ID-0030,acct-act-ID-0030-a0f8ca,grp-act-000,group,active_directory,2026-04-27T12:44:11.753005,system,True
ID-0030,acct-act-ID-0030-a0f8ca,grp-act-004,group,active_directory,2025-08-28T12:44:11.753005,system,True
ID-0030,acct-git-ID-0030-12fae2,grp-git-001,group,github,2025-12-13T12:44:11.753005,system,True
ID-0030,acct-aws-ID-0030-68ac8c,grp-aws-003,group,aws_iam,2025-06-29T12:44:11.753005,system,True
ID-0030,acct-aws-ID-0030-68ac8c,grp-aws-006,group,aws_iam,2026-02-03T12:44:11.753005,system,True
ID-0030,acct-aws-ID-0030-68ac8c,grp-aws-000,group,aws_iam,2026-06-05T12:44:11.753005,system,True
ID-0031,acct-okt-ID-0031-7e5395,grp-okt-006,group,okta,2026-05-04T12:44:11.753005,system,True
ID-0031,acct-okt-ID-0031-7e5395,grp-okt-001,group,okta,2025-09-21T12:44:11.753005,system,True
ID-0031,acct-okt-ID-0031-7e5395,grp-okt-002,group,okta,2026-03-01T12:44:11.753005,system,True
ID-0031,acct-act-ID-0031-c06713,grp-act-005,group,active_directory,2026-01-04T12:44:11.753005,system,True
ID-0031,acct-act-ID-0031-c06713,grp-act-002,group,active_directory,2025-09-02T12:44:11.753005,system,True
ID-0031,acct-git-ID-0031-eb84d3,grp-git-002,group,github,2026-05-25T12:44:11.753005,system,True
ID-0032,acct-git-ID-0032-06c914,grp-git-007,group,github,2026-02-27T12:44:11.753005,system,True
ID-0032,acct-git-ID-0032-06c914,grp-git-004,group,github,2025-11-29T12:44:11.753005,system,True
ID-0032,acct-sal-ID-0032-ab8c20,grp-sal-001,group,salesforce,2026-04-19T12:44:11.753005,system,True
ID-0032,acct-sal-ID-0032-ab8c20,grp-sal-006,group,salesforce,2026-06-16T12:44:11.753005,system,True
ID-0032,acct-aws-ID-0032-6208e2,grp-aws-002,group,aws_iam,2026-02-22T12:44:11.753005,system,True
ID-0032,acct-act-ID-0032-785d64,grp-act-001,group,active_directory,2025-10-27T12:44:11.753005,system,True
ID-0032,acct-act-ID-0032-785d64,grp-act-006,group,active_directory,2026-05-11T12:44:11.753005,system,True
ID-0033,acct-act-ID-0033-06ed5b,grp-act-005,group,active_directory,2026-02-15T12:44:11.753005,system,True
ID-0033,acct-act-ID-0033-06ed5b,grp-act-001,group,active_directory,2025-11-08T12:44:11.753005,system,True
ID-0033,acct-git-ID-0033-205528,grp-git-005,group,github,2026-05-11T12:44:11.753005,system,True
ID-0033,acct-git-ID-0033-205528,grp-git-001,group,github,2025-10-01T12:44:11.753005,system,True
ID-0033,acct-sal-ID-0033-965276,grp-sal-006,group,salesforce,2025-07-24T12:44:11.753005,system,True
ID-0034,acct-sal-ID-0034-c84eb2,grp-sal-003,group,salesforce,2025-09-03T12:44:11.753005,system,True
ID-0034,acct-sal-ID-0034-c84eb2,grp-sal-006,group,salesforce,2025-07-25T12:44:11.753005,system,True
ID-0034,acct-sal-ID-0034-c84eb2,grp-sal-004,group,salesforce,2025-07-29T12:44:11.753005,system,True
ID-0034,acct-aws-ID-0034-d07016,grp-aws-002,group,aws_iam,2025-07-31T12:44:11.753005,system,True
ID-0034,acct-aws-ID-0034-d07016,grp-aws-007,group,aws_iam,2026-01-15T12:44:11.753005,system,True
ID-0035,acct-git-ID-0035-e36822,grp-git-001,group,github,2025-12-05T12:44:11.753005,system,True
ID-0035,acct-sal-ID-0035-05155c,grp-sal-000,group,salesforce,2025-08-14T12:44:11.753005,system,True
ID-0035,acct-sal-ID-0035-05155c,grp-sal-003,group,salesforce,2025-10-19T12:44:11.753005,system,True
ID-0035,acct-sal-ID-0035-05155c,grp-sal-004,group,salesforce,2025-10-06T12:44:11.753005,system,True
ID-0035,acct-act-ID-0035-4230a8,grp-act-001,group,active_directory,2026-03-23T12:44:11.753005,system,True
ID-0035,acct-act-ID-0035-4230a8,grp-act-005,group,active_directory,2026-05-30T12:44:11.753005,system,True
ID-0036,acct-sal-ID-0036-125cef,grp-sal-003,group,salesforce,2025-07-31T12:44:11.753005,system,True
ID-0036,acct-sal-ID-0036-125cef,grp-sal-002,group,salesforce,2025-07-23T12:44:11.753005,system,True
ID-0036,acct-aws-ID-0036-915727,grp-aws-008,group,aws_iam,2026-02-10T12:44:11.753005,system,True
ID-0036,acct-git-ID-0036-bb7728,grp-git-002,group,github,2025-07-19T12:44:11.753005,system,True
ID-0037,acct-sal-ID-0037-6abbc1,grp-sal-005,group,salesforce,2025-11-15T12:44:11.753005,system,True
ID-0037,acct-sal-ID-0037-6abbc1,grp-sal-006,group,salesforce,2025-10-02T12:44:11.753005,system,True
ID-0037,acct-sal-ID-0037-6abbc1,grp-sal-004,group,salesforce,2025-12-16T12:44:11.753005,system,True
ID-0037,acct-git-ID-0037-61ecfa,grp-git-005,group,github,2026-04-10T12:44:11.753005,system,True
ID-0037,acct-okt-ID-0037-f2c6d4,grp-okt-008,group,okta,2025-09-23T12:44:11.753005,system,True
ID-0038,acct-git-ID-0038-a5e4c2,grp-git-007,group,github,2026-02-18T12:44:11.753005,system,True
ID-0038,acct-git-ID-0038-a5e4c2,grp-git-000,group,github,2025-11-04T12:44:11.753005,system,True
ID-0038,acct-git-ID-0038-a5e4c2,grp-git-003,group,github,2025-08-11T12:44:11.753005,system,True
ID-0038,acct-aws-ID-0038-75f1c1,grp-aws-003,group,aws_iam,2025-08-31T12:44:11.753005,system,True
ID-0038,acct-aws-ID-0038-75f1c1,grp-aws-004,group,aws_iam,2025-11-06T12:44:11.753005,system,True
ID-0038,acct-aws-ID-0038-75f1c1,grp-aws-007,group,aws_iam,2025-10-26T12:44:11.753005,system,True
ID-0038,acct-act-ID-0038-070d7b,grp-act-006,group,active_directory,2026-02-11T12:44:11.753005,system,True
ID-0038,acct-act-ID-0038-070d7b,grp-act-002,group,active_directory,2026-05-24T12:44:11.753005,system,True
ID-0038,acct-act-ID-0038-070d7b,grp-act-003,group,active_directory,2025-07-26T12:44:11.753005,system,True
ID-0038,acct-okt-ID-0038-52e59b,grp-okt-008,group,okta,2026-03-29T12:44:11.753005,system,True
ID-0039,acct-aws-ID-0039-7e877d,grp-aws-000,group,aws_iam,2025-12-04T12:44:11.753005,system,True
ID-0039,acct-aws-ID-0039-7e877d,grp-aws-006,group,aws_iam,2026-05-09T12:44:11.753005,system,True
ID-0039,acct-git-ID-0039-f7eb0d,grp-git-005,group,github,2026-01-24T12:44:11.753005,system,True
ID-0040,acct-act-ID-0040-c15c82,grp-act-009,group,active_directory,2026-02-18T12:44:11.753005,system,True
ID-0040,acct-act-ID-0040-c15c82,grp-act-008,group,active_directory,2026-01-16T12:44:11.753005,system,True
