event_id,timestamp,platform,event_type,acct_id,person_id,source_ip,user_agent,resource,success,is_anomalous,details
evt-0e41b9e5,2026-06-14T13:43:12.026822,active_directory,login_success,acct-act-ID-0002-1360c5,ID-0002,110.5.251.30,,gpo,True,False,"{""post_termination"": true}"
evt-b2664ac0,2026-06-04T18:16:12.026822,okta,resource_access,acct-okt-ID-0002-84ecf9,ID-0002,99.201.196.60,,policies,True,False,"{""post_termination"": true}"
evt-6b0c5888,2026-05-24T05:52:12.026822,aws_iam,resource_access,acct-aws-ID-0003-4ae086,ID-0003,115.155.2.226,,s3://prod-data,True,False,"{""post_termination"": true}"
evt-2830410c,2026-06-06T14:01:12.026822,aws_iam,resource_access,acct-aws-ID-0003-4ae086,ID-0003,41.61.15.24,,ec2:*,True,False,"{""post_termination"": true}"
evt-355a25e8,2026-05-25T07:54:12.026822,okta,login_success,acct-okt-ID-0003-84d31b,ID-0003,160.236.7.19,,user-management,True,False,"{""post_termination"": true}"
evt-6dc78dd4,2026-05-23T08:50:12.026822,okta,login_success,acct-okt-ID-0003-84d31b,ID-0003,3.170.129.9,,api-tokens,True,False,"{""post_termination"": true}"
evt-0d6b179f,2026-05-29T06:48:12.026822,aws_iam,login_success,acct-aws-ID-0004-7530f8,ID-0004,2.137.79.156,,ec2:*,True,False,"{""post_termination"": true}"
evt-1e9f7fc9,2026-06-07T14:51:12.026822,aws_iam,resource_access,acct-aws-ID-0004-7530f8,ID-0004,48.81.217.65,,ec2:*,True,False,"{""post_termination"": true}"
evt-924d0255,2026-05-30T22:02:12.026822,aws_iam,login_success,acct-aws-ID-0004-7530f8,ID-0004,102.80.247.214,,ec2:*,True,False,"{""post_termination"": true}"
evt-97ce6a14,2026-06-15T23:17:12.026822,aws_iam,login_success,acct-aws-ID-0004-7530f8,ID-0004,219.223.221.233,,ec2:*,True,False,"{""post_termination"": true}"
evt-7f2f5879,2026-06-08T12:30:12.026822,okta,resource_access,acct-okt-ID-0005-91ff88,ID-0005,76.48.217.213,,api-tokens,True,False,"{""post_termination"": false}"
evt-72a45f6b,2026-05-23T02:36:12.026822,github,resource_access,acct-git-ID-0005-911d4f,ID-0005,88.35.133.39,,repos:private,True,False,"{""post_termination"": false}"
evt-6777b3d9,2026-06-10T21:45:12.026822,okta,login_success,acct-okt-ID-0005-91ff88,ID-0005,130.135.242.119,,user-management,True,False,"{""post_termination"": false}"
evt-0e39994c,2026-05-23T14:03:12.026822,okta,resource_access,acct-okt-ID-0005-91ff88,ID-0005,214.5.111.6,,mfa-config,True,False,"{""post_termination"": false}"
evt-4d85cd55,2026-06-08T02:39:12.026822,github,login_success,acct-git-ID-0005-911d4f,ID-0005,163.120.230.81,,repos:private,True,False,"{""post_termination"": false}"
evt-85a0d737,2026-06-15T13:08:12.026822,github,resource_access,acct-git-ID-0006-603e58,ID-0006,26.167.164.196,,repos:public,True,False,"{""post_termination"": true}"
evt-2605f010,2026-05-26T20:57:12.026822,active_directory,login_success,acct-act-ID-0006-864582,ID-0006,32.251.58.63,,exchange,True,False,"{""post_termination"": true}"
evt-23b12119,2026-06-03T22:17:12.026822,github,resource_access,acct-git-ID-0006-603e58,ID-0006,101.97.74.201,,actions,True,False,"{""post_termination"": true}"
evt-c3db1365,2026-05-29T07:02:12.026822,github,login_success,acct-git-ID-0006-603e58,ID-0006,203.79.4.55,,repos:private,True,False,"{""post_termination"": true}"
evt-cf5fb9f0,2026-06-07T00:35:12.026822,active_directory,resource_access,acct-act-ID-0006-864582,ID-0006,191.83.81.222,,file-server,True,False,"{""post_termination"": true}"
evt-de3b3be8,2026-06-14T05:06:12.026822,active_directory,resource_access,acct-act-ID-0006-864582,ID-0006,214.139.95.38,,file-server,True,False,"{""post_termination"": true}"
evt-9c239bbb,2026-05-25T22:24:12.026822,okta,resource_access,acct-okt-ID-0006-0d45f2,ID-0006,47.81.50.203,,policies,True,False,"{""post_termination"": true}"
evt-b5ba1444,2026-05-27T00:14:12.026822,aws_iam,login_success,acct-aws-ID-0007-9268e2,ID-0007,6.67.180.138,,rds:prod,True,False,"{""post_termination"": false}"
evt-62faeaf5,2026-06-17T22:53:12.026822,salesforce,resource_access,acct-sal-ID-0007-7ee2a8,ID-0007,54.254.27.207,,contacts,True,False,"{""post_termination"": false}"
evt-03079bc2,2026-06-10T21:00:12.026822,github,login_success,acct-git-ID-0007-e26206,ID-0007,55.4.106.219,,repos:public,True,False,"{""post_termination"": false}"
evt-d7b4c438,2026-06-07T16:52:12.026822,aws_iam,login_success,acct-aws-ID-0008-9bbc9b,ID-0008,15.244.217.8,,s3://prod-data,True,False,"{""post_termination"": true}"
evt-e7aa6730,2026-06-02T11:01:12.026822,aws_iam,resource_access,acct-aws-ID-0008-9bbc9b,ID-0008,31.6.16.198,,iam:*,True,False,"{""post_termination"": true}"
evt-3f88fba9,2026-06-17T10:11:12.026822,aws_iam,resource_access,acct-aws-ID-0008-9bbc9b,ID-0008,186.63.89.223,,iam:*,True,False,"{""post_termination"": true}"
evt-fdaaebd7,2026-05-21T13:50:12.026822,salesforce,resource_access,acct-sal-ID-0008-379d1c,ID-0008,219.220.208.146,,accounts,True,False,"{""post_termination"": true}"
evt-2277b38d,2026-06-07T12:15:12.026822,salesforce,login_success,acct-sal-ID-0008-379d1c,ID-0008,34.237.0.121,,setup,True,False,"{""post_termination"": true}"
evt-6e3e0abe,2026-06-08T00:47:12.026822,aws_iam,login_success,acct-aws-ID-0008-9bbc9b,ID-0008,2.226.149.173,,ec2:*,True,False,"{""post_termination"": true}"
evt-fae600ff,2026-05-23T17:44:12.026822,salesforce,resource_access,acct-sal-ID-0008-379d1c,ID-0008,176.132.223.153,,setup,True,False,"{""post_termination"": true}"
evt-47d95816,2026-06-04T10:17:12.026822,salesforce,login_success,acct-sal-ID-0008-379d1c,ID-0008,123.87.51.44,,accounts,True,False,"{""post_termination"": true}"
evt-52133fb0,2026-06-18T06:37:12.026822,active_directory,resource_access,acct-act-ID-0009-f7f365,ID-0009,44.142.103.254,,gpo,True,False,"{""post_termination"": false}"
evt-c14c93a6,2026-05-24T16:58:12.026822,active_directory,resource_access,acct-act-ID-0009-f7f365,ID-0009,56.79.75.122,,file-server,False,False,"{""post_termination"": false}"
evt-88177423,2026-06-03T13:13:12.026822,active_directory,resource_access,acct-act-ID-0009-f7f365,ID-0009,143.186.10.96,,gpo,True,False,"{""post_termination"": false}"
evt-5298a29f,2026-06-04T10:55:12.026822,salesforce,login_success,acct-sal-ID-0009-1bd1af,ID-0009,26.205.83.156,,reports,True,False,"{""post_termination"": false}"
evt-60e2976c,2026-06-04T04:27:12.026822,salesforce,resource_access,acct-sal-ID-0009-1bd1af,ID-0009,123.232.178.45,,opportunities,False,False,"{""post_termination"": false}"
evt-9de3767d,2026-06-16T23:37:12.026822,active_directory,resource_access,acct-act-ID-0009-f7f365,ID-0009,195.246.94.176,,gpo,True,False,"{""post_termination"": false}"
evt-b043d1d6,2026-05-27T01:14:12.026822,salesforce,resource_access,acct-sal-ID-0010-2042a5,ID-0010,27.69.6.246,,accounts,True,False,"{""post_termination"": true}"
evt-d9a824c6,2026-06-04T02:14:12.026822,github,resource_access,acct-git-ID-0010-3cf3ad,ID-0010,111.208.36.198,,actions,True,False,"{""post_termination"": true}"
evt-5dea778d,2026-06-06T14:40:12.026822,github,login_success,acct-git-ID-0010-3cf3ad,ID-0010,96.120.72.130,,packages,True,False,"{""post_termination"": true}"
evt-1049db9d,2026-06-03T16:09:12.026822,github,resource_access,acct-git-ID-0010-3cf3ad,ID-0010,9.48.117.21,,repos:private,True,False,"{""post_termination"": true}"
evt-cfe6fad9,2026-05-28T11:59:12.026822,salesforce,login_success,acct-sal-ID-0010-2042a5,ID-0010,204.99.91.131,,contacts,True,False,"{""post_termination"": true}"
evt-e9b65eeb,2026-06-12T17:49:12.026822,github,login_success,acct-git-ID-0010-3cf3ad,ID-0010,189.50.81.45,,repos:private,True,False,"{""post_termination"": true}"
evt-a56a94fd,2026-06-15T06:42:12.026822,aws_iam,login_success,acct-aws-ID-0010-5f011e,ID-0010,78.207.206.0,,lambda:*,True,False,"{""post_termination"": true}"
evt-c33ae5a2,2026-05-27T12:28:12.026822,salesforce,login_success,acct-sal-ID-0011-807834,ID-0011,73.170.120.64,,accounts,True,False,"{""post_termination"": true}"
evt-f287e89c,2026-06-04T23:10:12.026822,active_directory,login_success,acct-act-ID-0011-f4c469,ID-0011,93.47.67.36,,dns,True,False,"{""post_termination"": true}"
evt-51aa8d22,2026-06-09T21:25:12.026822,salesforce,login_success,acct-sal-ID-0011-807834,ID-0011,62.236.209.30,,setup,True,False,"{""post_termination"": true}"
evt-d505bdf8,2026-05-23T09:10:12.026822,active_directory,resource_access,acct-act-ID-0011-f4c469,ID-0011,129.1.191.209,,file-server,True,False,"{""post_termination"": true}"
evt-ff4faa9e,2026-05-29T03:46:12.026822,okta,resource_access,acct-okt-ID-0012-355fb6,ID-0012,90.83.94.192,,policies,True,False,"{""post_termination"": true}"
evt-cec6552d,2026-05-22T03:38:12.026822,salesforce,login_success,acct-sal-ID-0012-70fffd,ID-0012,81.149.90.45,,contacts,False,False,"{""post_termination"": true}"
evt-20cfb2a2,2026-06-07T16:50:12.026822,salesforce,login_success,acct-sal-ID-0012-70fffd,ID-0012,6.75.35.92,,contacts,True,False,"{""post_termination"": true}"
evt-3e63357e,2026-05-26T06:22:12.026822,salesforce,resource_access,acct-sal-ID-0012-70fffd,ID-0012,91.142.130.234,,contacts,True,False,"{""post_termination"": true}"
evt-f3fbd456,2026-06-17T07:09:12.026822,active_directory,resource_access,acct-act-ID-0012-f7cb39,ID-0012,162.222.70.233,,exchange,True,False,"{""post_termination"": true}"
evt-5713aa12,2026-06-03T10:15:12.026822,salesforce,login_success,acct-sal-ID-0012-70fffd,ID-0012,70.42.1.187,,opportunities,True,False,"{""post_termination"": true}"
evt-08f60df7,2026-05-28T15:31:12.026822,salesforce,login_success,acct-sal-ID-0012-70fffd,ID-0012,11.219.2.35,,opportunities,True,False,"{""post_termination"": true}"
evt-5c15d74f,2026-06-04T14:08:12.026822,salesforce,login_success,acct-sal-ID-0012-70fffd,ID-0012,98.4.243.212,,reports,True,False,"{""post_termination"": true}"
evt-3824d298,2026-06-04T07:43:12.026822,github,login_success,acct-git-ID-0013-b4f8db,ID-0013,164.70.246.77,,repos:private,True,False,"{""post_termination"": true}"
evt-c8a4b88b,2026-06-15T19:01:12.026822,aws_iam,resource_access,acct-aws-ID-0013-c138ec,ID-0013,161.67.169.175,,s3://prod-data,True,False,"{""post_termination"": true}"
evt-4282a76a,2026-06-04T23:46:12.026822,salesforce,resource_access,acct-sal-ID-0013-ca9f96,ID-0013,57.252.90.99,,opportunities,True,False,"{""post_termination"": true}"
evt-db35abe5,2026-06-08T19:44:12.026822,salesforce,login_success,acct-sal-ID-0013-ca9f96,ID-0013,23.200.91.235,,reports,True,False,"{""post_termination"": true}"
evt-35e6b4a9,2026-06-04T08:38:12.026822,salesforce,login_success,acct-sal-ID-0013-ca9f96,ID-0013,196.231.71.31,,contacts,True,False,"{""post_termination"": true}"
evt-1a71d2aa,2026-05-30T14:38:12.026822,aws_iam,resource_access,acct-aws-ID-0014-1198bc,ID-0014,37.40.211.223,,kms:*,True,False,"{""post_termination"": false}"
evt-4b5a5858,2026-05-27T23:27:12.026822,okta,login_success,acct-okt-ID-0014-feff7a,ID-0014,130.7.30.117,,sso-apps,True,False,"{""post_termination"": false}"
evt-891cdda5,2026-06-12T18:22:12.026822,okta,resource_access,acct-okt-ID-0014-feff7a,ID-0014,88.69.220.156,,api-tokens,True,False,"{""post_termination"": false}"
evt-e710c00c,2026-06-20T02:01:12.026822,okta,login_success,acct-okt-ID-0014-feff7a,ID-0014,62.118.222.24,,mfa-config,True,False,"{""post_termination"": false}"
evt-47d498cf,2026-06-09T02:41:12.026822,aws_iam,resource_access,acct-aws-ID-0014-1198bc,ID-0014,64.154.212.224,,kms:*,True,False,"{""post_termination"": false}"
evt-5f9f5d94,2026-06-02T14:59:12.026822,active_directory,resource_access,acct-act-ID-0015-96abdf,ID-0015,133.74.186.187,,file-server,True,False,"{""post_termination"": true}"
evt-01c5f9e1,2026-05-31T12:12:12.026822,github,resource_access,acct-git-ID-0015-70c679,ID-0015,14.241.75.63,,actions,True,False,"{""post_termination"": true}"
evt-9cf08bad,2026-06-10T17:25:12.026822,active_directory,login_success,acct-act-ID-0015-96abdf,ID-0015,149.51.137.175,,exchange,True,False,"{""post_termination"": true}"
evt-52b09ecd,2026-06-16T15:04:12.026822,github,login_success,acct-git-ID-0015-70c679,ID-0015,1.48.211.68,,repos:private,True,False,"{""post_termination"": true}"
evt-c5910de9,2026-06-13T10:08:12.026822,aws_iam,login_success,acct-aws-ID-0015-3981f1,ID-0015,209.92.149.130,,s3://prod-data,True,False,"{""post_termination"": true}"
evt-d6c0922a,2026-05-30T10:53:12.026822,active_directory,login_success,acct-act-ID-0015-96abdf,ID-0015,119.155.166.48,,dns,True,False,"{""post_termination"": true}"
evt-9ce21af9,2026-06-14T16:14:12.026822,active_directory,resource_access,acct-act-ID-0015-96abdf,ID-0015,124.76.33.229,,gpo,True,False,"{""post_termination"": true}"
evt-ec1da95d,2026-05-28T18:00:12.026822,active_directory,login_success,acct-act-ID-0015-96abdf,ID-0015,145.241.161.162,,dns,False,False,"{""post_termination"": true}"
evt-1fab1166,2026-06-02T08:00:12.026822,aws_iam,resource_access,acct-aws-ID-0016-a0bdcf,ID-0016,209.13.136.11,,ec2:*,True,False,"{""post_termination"": false}"
evt-f8abdd9b,2026-05-25T14:16:12.026822,aws_iam,login_success,acct-aws-ID-0016-a0bdcf,ID-0016,109.8.33.26,,kms:*,True,False,"{""post_termination"": false}"
evt-357bc9cd,2026-06-13T00:40:12.026822,aws_iam,resource_access,acct-aws-ID-0016-a0bdcf,ID-0016,77.66.20.30,,ec2:*,True,False,"{""post_termination"": false}"
evt-7e9f11cf,2026-06-02T11:13:12.026822,aws_iam,resource_access,acct-aws-ID-0016-a0bdcf,ID-0016,153.125.174.148,,ec2:*,True,False,"{""post_termination"": false}"
evt-d7ab121d,2026-05-22T12:29:12.026822,github,login_success,acct-git-ID-0017-ca2027,ID-0017,206.100.235.72,,actions,True,False,"{""post_termination"": false}"
evt-002e9d48,2026-06-09T04:31:12.026822,github,login_success,acct-git-ID-0017-ca2027,ID-0017,107.216.249.95,,settings,True,False,"{""post_termination"": false}"
evt-1e671d5a,2026-05-24T01:12:12.026822,github,login_success,acct-git-ID-0017-ca2027,ID-0017,1.199.63.136,,packages,True,False,"{""post_termination"": false}"
evt-4ab92b2a,2026-06-05T07:44:12.026822,active_directory,resource_access,acct-act-ID-0018-f2d633,ID-0018,149.59.15.204,,exchange,True,False,"{""post_termination"": false}"
evt-17a546df,2026-06-20T06:22:12.026822,active_directory,login_success,acct-act-ID-0018-f2d633,ID-0018,40.244.243.83,,dns,True,False,"{""post_termination"": false}"
evt-31d5967e,2026-06-02T02:13:12.026822,active_directory,login_success,acct-act-ID-0018-f2d633,ID-0018,161.65.61.100,,domain-controller,True,False,"{""post_termination"": false}"
evt-e607d1f9,2026-06-02T23:37:12.026822,aws_iam,resource_access,acct-aws-ID-0018-6916f3,ID-0018,13.136.163.248,,s3://prod-data,True,False,"{""post_termination"": false}"
evt-17fa064a,2026-06-10T20:14:12.026822,github,resource_access,acct-git-ID-0018-51bb36,ID-0018,91.249.65.2,,actions,True,False,"{""post_termination"": false}"
evt-56bea47a,2026-06-12T17:10:12.026822,okta,resource_access,acct-okt-ID-0018-b1b52b,ID-0018,113.55.94.233,,sso-apps,True,False,"{""post_termination"": false}"
evt-3784a95b,2026-06-13T14:36:12.026822,salesforce,resource_access,acct-sal-ID-0019-85d5d2,ID-0019,57.99.149.40,,reports,False,False,"{""post_termination"": true}"
evt-7450c400,2026-06-12T00:37:12.026822,active_directory,login_success,acct-act-ID-0019-535d0b,ID-0019,195.78.53.174,,exchange,False,False,"{""post_termination"": true}"
evt-ee065927,2026-06-02T11:57:12.026822,salesforce,resource_access,acct-sal-ID-0019-85d5d2,ID-0019,81.126.48.163,,accounts,True,False,"{""post_termination"": true}"
evt-68d0e290,2026-05-31T01:02:12.026822,github,resource_access,acct-git-ID-0019-c931c2,ID-0019,190.106.232.60,,repos:private,True,False,"{""post_termination"": true}"
evt-98971fca,2026-05-30T07:53:12.026822,active_directory,login_success,acct-act-ID-0019-535d0b,ID-0019,27.98.206.43,,exchange,True,False,"{""post_termination"": true}"
evt-53d7c408,2026-05-30T01:58:12.026822,salesforce,resource_access,acct-sal-ID-0019-85d5d2,ID-0019,7.0.223.222,,contacts,True,False,"{""post_termination"": true}"
evt-f68e7d4a,2026-06-19T14:36:12.026822,github,login_success,acct-git-ID-0019-c931c2,ID-0019,28.41.142.67,,actions,True,False,"{""post_termination"": true}"
evt-56f8bb8f,2026-06-10T09:41:12.026822,active_directory,resource_access,acct-act-ID-0019-535d0b,ID-0019,82.231.127.86,,dns,True,False,"{""post_termination"": true}"
evt-3868d7f9,2026-06-01T23:14:12.026822,okta,resource_access,acct-okt-ID-0020-2f5c59,ID-0020,161.45.21.88,,user-management,True,False,"{""post_termination"": true}"
evt-ca386db1,2026-06-09T22:05:12.026822,salesforce,login_success,acct-sal-ID-0020-45c2e0,ID-0020,73.222.193.153,,setup,True,False,"{""post_termination"": true}"
evt-80dc9733,2026-06-15T13:49:12.026822,aws_iam,resource_access,acct-aws-ID-0020-0a9cfd,ID-0020,41.223.172.42,,kms:*,True,False,"{""post_termination"": true}"
evt-0d4ec1b2,2026-06-12T00:14:12.026822,salesforce,login_success,acct-sal-ID-0020-45c2e0,ID-0020,186.34.58.99,,setup,True,False,"{""post_termination"": true}"
evt-9bf2a0a9,2026-05-26T06:04:12.026822,active_directory,login_success,acct-act-ID-0020-d6dd07,ID-0020,37.219.120.135,,file-server,True,False,"{""post_termination"": true}"
evt-807ce600,2026-06-18T20:27:12.026822,salesforce,login_success,acct-sal-ID-0020-45c2e0,ID-0020,83.186.167.110,,contacts,True,False,"{""post_termination"": true}"
evt-079cbc1c,2026-06-16T13:49:12.026822,active_directory,login_success,acct-act-ID-0020-d6dd07,ID-0020,24.161.237.61,,dns,True,False,"{""post_termination"": true}"
evt-d1d52c71,2026-05-21T15:04:12.026822,aws_iam,login_success,acct-aws-ID-0020-0a9cfd,ID-0020,69.150.71.34,,ec2:*,True,False,"{""post_termination"": true}"
evt-7be9b08e,2026-05-29T17:17:12.026822,github,login_success,acct-git-ID-0021-c1d70d,ID-0021,99.151.59.90,,actions,True,False,"{""post_termination"": true}"
evt-d5835de0,2026-06-08T12:22:12.026822,aws_iam,resource_access,acct-aws-ID-0021-618555,ID-0021,3.161.214.85,,ec2:*,True,False,"{""post_termination"": true}"
evt-bec5af0e,2026-06-12T17:42:12.026822,github,login_success,acct-git-ID-0021-c1d70d,ID-0021,69.188.80.168,,repos:private,True,False,"{""post_termination"": true}"
evt-2d755337,2026-06-11T10:26:12.026822,aws_iam,resource_access,acct-aws-ID-0021-618555,ID-0021,37.244.195.204,,iam:*,True,False,"{""post_termination"": true}"
evt-4c0b785e,2026-06-02T02:33:12.026822,github,resource_access,acct-git-ID-0021-c1d70d,ID-0021,148.195.119.105,,packages,True,False,"{""post_termination"": true}"
evt-1ac30526,2026-06-15T17:38:12.026822,aws_iam,login_success,acct-aws-ID-0021-618555,ID-0021,208.101.24.38,,kms:*,True,False,"{""post_termination"": true}"
evt-69e92993,2026-06-05T01:57:12.026822,okta,resource_access,acct-okt-ID-0022-05c165,ID-0022,56.209.181.59,,policies,True,False,"{""post_termination"": true}"
evt-23c1e393,2026-06-10T08:03:12.026822,okta,resource_access,acct-okt-ID-0022-05c165,ID-0022,183.196.139.247,,mfa-config,True,False,"{""post_termination"": true}"
evt-477867b0,2026-06-15T23:36:12.026822,github,login_success,acct-git-ID-0022-319491,ID-0022,138.218.114.87,,repos:private,True,False,"{""post_termination"": true}"
evt-6e453b8b,2026-06-12T05:59:12.026822,github,resource_access,acct-git-ID-0022-319491,ID-0022,138.217.29.223,,repos:private,True,False,"{""post_termination"": true}"
evt-deae709a,2026-06-05T20:25:12.026822,aws_iam,resource_access,acct-aws-ID-0023-914d2f,ID-0023,83.69.188.18,,ec2:*,True,False,"{""post_termination"": true}"
evt-2b78bf66,2026-06-18T15:36:12.026822,active_directory,login_success,acct-act-ID-0023-177289,ID-0023,121.42.223.224,,dns,True,False,"{""post_termination"": true}"
evt-f6cf4111,2026-05-27T14:22:12.026822,github,resource_access,acct-git-ID-0023-726643,ID-0023,91.209.188.108,,packages,True,False,"{""post_termination"": true}"
evt-7773e4b6,2026-06-01T21:40:12.026822,active_directory,resource_access,acct-act-ID-0023-177289,ID-0023,125.50.242.65,,dns,True,False,"{""post_termination"": true}"
evt-dfae3c1d,2026-06-19T13:34:12.026822,aws_iam,resource_access,acct-aws-ID-0023-914d2f,ID-0023,18.118.35.203,,kms:*,True,False,"{""post_termination"": true}"
evt-246f64d5,2026-06-18T13:08:12.026822,github,login_success,acct-git-ID-0023-726643,ID-0023,47.200.33.176,,repos:public,True,False,"{""post_termination"": true}"
evt-8c33bfdf,2026-05-30T09:01:12.026822,github,login_success,acct-git-ID-0023-726643,ID-0023,191.221.157.17,,repos:public,True,False,"{""post_termination"": true}"
evt-19ef4e38,2026-05-27T11:55:12.026822,aws_iam,resource_access,acct-aws-ID-0024-72ace6,ID-0024,140.131.220.176,,rds:prod,True,False,"{""post_termination"": false}"
evt-cfb5ec6d,2026-06-12T15:44:12.026822,okta,login_success,acct-okt-ID-0024-a1ad68,ID-0024,20.85.238.35,,policies,True,False,"{""post_termination"": false}"
evt-eae79fa2,2026-05-29T14:15:12.026822,salesforce,resource_access,acct-sal-ID-0024-9140a8,ID-0024,57.83.4.118,,opportunities,True,False,"{""post_termination"": false}"
evt-bdbd55da,2026-06-09T01:09:12.026822,active_directory,login_success,acct-act-ID-0024-79562e,ID-0024,56.80.29.244,,file-server,True,False,"{""post_termination"": false}"
evt-5d0d4dc7,2026-06-08T01:42:12.026822,okta,login_success,acct-okt-ID-0024-a1ad68,ID-0024,165.69.205.136,,user-management,True,False,"{""post_termination"": false}"
evt-cad105c0,2026-06-18T07:03:12.026822,active_directory,login_success,acct-act-ID-0024-79562e,ID-0024,29.199.155.169,,file-server,True,False,"{""post_termination"": false}"
evt-b37100ad,2026-05-23T19:22:12.026822,salesforce,resource_access,acct-sal-ID-0024-9140a8,ID-0024,162.45.144.219,,opportunities,True,False,"{""post_termination"": false}"
evt-cb1e48a0,2026-06-09T04:58:12.026822,salesforce,login_success,acct-sal-ID-0025-9ff7b1,ID-0025,44.218.192.50,,reports,True,False,"{""post_termination"": true}"
evt-62133969,2026-06-06T15:41:12.026822,active_directory,login_success,acct-act-ID-0025-1d719c,ID-0025,21.175.52.90,,exchange,True,False,"{""post_termination"": true}"
evt-ef2bd217,2026-06-12T23:28:12.026822,active_directory,login_success,acct-act-ID-0025-1d719c,ID-0025,195.70.204.6,,gpo,True,False,"{""post_termination"": true}"
evt-65874c4d,2026-06-15T22:58:12.026822,salesforce,resource_access,acct-sal-ID-0025-9ff7b1,ID-0025,63.108.169.234,,opportunities,True,False,"{""post_termination"": true}"
evt-519c3585,2026-05-25T17:09:12.026822,salesforce,login_success,acct-sal-ID-0025-9ff7b1,ID-0025,194.248.62.19,,reports,True,False,"{""post_termination"": true}"
evt-7dd2b189,2026-06-11T19:07:12.026822,active_directory,resource_access,acct-act-ID-0025-1d719c,ID-0025,49.240.112.5,,file-server,True,False,"{""post_termination"": true}"
evt-253118f3,2026-06-01T23:21:12.026822,salesforce,login_success,acct-sal-ID-0025-9ff7b1,ID-0025,166.73.118.89,,reports,True,False,"{""post_termination"": true}"
evt-12792506,2026-05-31T21:33:12.026822,github,login_success,acct-git-ID-0025-4f19fb,ID-0025,44.201.134.33,,repos:public,True,False,"{""post_termination"": true}"
evt-285be5fc,2026-05-23T20:26:12.026822,github,login_success,acct-git-ID-0026-cb36f7,ID-0026,139.131.237.108,,actions,True,False,"{""post_termination"": true}"
evt-953efea9,2026-06-03T16:01:12.026822,github,login_success,acct-git-ID-0026-cb36f7,ID-0026,129.184.254.82,,repos:private,True,False,"{""post_termination"": true}"
evt-f955ccf8,2026-06-10T00:15:12.026822,okta,resource_access,acct-okt-ID-0026-ac2b66,ID-0026,201.216.179.126,,sso-apps,True,False,"{""post_termination"": true}"
evt-2699bc36,2026-06-19T23:06:12.026822,github,login_success,acct-git-ID-0026-cb36f7,ID-0026,205.173.92.35,,packages,True,False,"{""post_termination"": true}"
evt-13550a4a,2026-06-19T21:56:12.026822,github,login_success,acct-git-ID-0026-cb36f7,ID-0026,25.82.149.211,,repos:public,True,False,"{""post_termination"": true}"
